artigoEmPeriodico	 	2018		Acoustic radiation force impulse elastography of the eyes of brachycephalic dogs	ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA	ABREU, T. G. M. ; FELICIANO, M. A. R. ; RENZO, R. ; KOBASHIGAWA, K. K. ; CHACALTANA, F. D. Y. C. ; CRIVELARO, R. M. ; ALDROVANI, M. ; MARONEZI, M. C. ; Thiesen, R. ; LAUS, J. L.		
trabalhoCompletoEmCongresso	 	2010		Why some COPD patients improve quality of life (HRQL) more than others after a comprehensive pulmonary rehabilitation program?	American Thoracic Society Annual Congress	CASTRO, A. M.; Iamonte, V.C. ; PORTO, E. F. ; Colucci, M. ; CORTOPASSI, F. ; Nascimento, O. ; JARDIM, J. R.		
trabalhoCompletoEmCongresso	 	2010		Variables that interfere with a better performance in the six minute walking test (6MWT) distance in COPD patients	American Thoracic Society Annual Congress	CASTRO, A. M.; PORTO, E. F. ; Iamonte, V.C. ; CORTOPASSI, F. ; Fonseca G ; Nascimento, O. ; JARDIM, J. R.		
trabalhoCompletoEmCongresso	 	2010		Influence of dynamic lung hyperinflation on maximal inspiratory and expiratory pressures at rest and during a submaximal exercise test in COPD	American Thoracic Society Annual Congress	CASTRO, A. M.; SOUZA, M. ; SOUZA, V. ; PORTO, E. F. ; KUMPEL, C.		
trabalhoCompletoEmCongresso	 	2010		Experiência e tradição na umbanda	Seminário Circuitos da Cultura Popular	CHIESA, G. R		
trabalhoCompletoEmCongresso	 	2010		Umbanda, objetos e outros hibridismos	27ª Reunião Brasileira de Antropologia	CHIESA, G. R		
trabalhoCompletoEmCongresso	 	2010		Invenção do saber. Experimentações com teatro e educação	VIII Encontro de Pesquisa em Educação da Região Sul - ANPED SUL	CUNHA, Álvaro Luís Ávila; BALINHAS, V. G. ; Amaral, Augusto		
trabalhoCompletoEmCongresso	 	2010		Trabalho docente e transtornos mentais	VIII Seminário da Rede Estrado Educação e Trabalho Docente no novo cenário latino-americano: entre a mercantilização e a democratização	Eslabão, L ; TOMASI, E. ; Vieira ; Martins, Maria de Fátima Duarte ; Garcia ; BALINHAS, V ; SILVA, A. F. ; Fetter, Carmem		
trabalhoCompletoEmCongresso	 	2010		Mal-estar docente: principais doenças que acometem os professores da rede municipal de educação da cidade de Pelotas	ENDIPE: Encontro Nacional de Didática e Prática de Ensino	Eslabão, L ; Vieira ; Garcia ; BALINHAS, V		
trabalhoCompletoEmCongresso	 	2010		Discussão e Reflexão das questões de terminalidade com acadêmicos de enfermagem: um relato de experiência	15ª Jornade de Educação da Unifra	GARCIA, Raquel Pötter; OLIVEIRA, Stefanie Griebeler ; CHERER, Evandro de Quadros ; WÜNSCH, Simone ; GRIEP, Caroline Zorzo ; QUINTANA, Alberto Manuel ; BUDÓ, Maria de Lourdes Denardin		
trabalhoCompletoEmCongresso	 	2010		O convívio com cuidadores familiares de pacientes portadores de doença crônica: um relato de experiência	X Jornada Nacional de Enfermagem da Unifra	GARCIA, Raquel Pötter; SIMON, Bruna Sodré ; OLIVEIRA, Stefanie Griebeler ; WÜNSCH, Simone ; BUDÓ, Maria de Lourdes Denardin ; SILVA, Dalva Cezar da		
trabalhoCompletoEmCongresso	 	2010		O protagonismo da equipe de saúde frente as familias de assentamentos rurais	X Jornada Nacional de Enfermagem da Unifra	GARCIA, Raquel Pötter; WÜNSCH, Simone ; SIMON, Bruna Sodré ; OLIVEIRA, Stefanie Griebeler ; BUDÓ, Maria de Lourdes Denardin		
trabalhoCompletoEmCongresso	 	2010		O enfoque freireano na formação do enfermeiro: uma realidade ou utopia?	IV Seminário Nacional Diálogos com Paulo Freire: Educação e Intercultura	GEWEHR, Melissa ; GARCIA, Raquel Pötter ; SEIFFERT, Margot Agathe ; WÜNSCH, Simone ; OLIVEIRA, Stefanie Griebeler ; BUDÓ, Maria de Lourdes Denardin		
trabalhoCompletoEmCongresso	 	2010		Atividade Educativa com adolescentes acerca da sexualidade e DSTs: Um relato de experiência	15ª Jornada de Educação da Unifra	GRIEP, Caroline Zorzo ; OLIVEIRA, Stefanie Griebeler ; BUDÓ, Maria de Lourdes Denardin ; GARCIA, Raquel Pötter ; WÜNSCH, Simone		
trabalhoCompletoEmCongresso	 	2010		Discussão dos conceitos de saúde e doença: um relato de experiência	XIV Simpósio de Ensino Pesquisa e Extensão	LEAL, Tifany Colomé ; OLIVEIRA, Stefanie Griebeler ; WÜNSCH, Simone ; GARCIA, Raquel Pötter ; SIMON, Bruna Sodré ; BUDÓ, Maria de Lourdes Denardin		
trabalhoCompletoEmCongresso	 	2010		Study of the propagation of ultra-high energy cosmic rays in extragalactic magnetic fields	4th School on Cosmic Rays and Astrophysics	LIMA, E. F.; M. A. Leigui de Oliveira ; C. J. Todero Peixoto		
trabalhoCompletoEmCongresso	 	2010		A saúde do professor da escola pública em uma cidade de porte médio no Rio Grande do Sul, UCH-CLACSO	VIII Seminário da Rede Estrado Educação e Trabalho Docente no novo cenário latino-americano: entre a mercantilização e a democratização	Martins, Maria de Fátima Duarte ; Vieira ; Eslabão, L ; BALINHAS, V ; SILVA, A. F. ; Fetter, Carmem		
trabalhoCompletoEmCongresso	 	2010		Imagens da Docência e Condições de Trabalho (entre a saúde e a doença)	10º Encontro sobre o Poder Escolar: "Vai valer a pena ter amanhecido"	Martins, Maria de Fátima Duarte ; Vieira ; Garcia ; Eslabão, L ; BALINHAS, V ; SILVA, A. F. ; Fetter, Carmem		
trabalhoCompletoEmCongresso	 	2010		Tratamiento de tendinitis equina mediante implante autólogo de células mesenquimales: Reporte de un caso clínico	Curso internacional sobre caballos de deporte	MENARIM, B.C. ; GALECIO, S. ; RAMIREZ, A. ; FORTINI, G. ; ÁLVAREZ, P. ; Noro, Mirela		
trabalhoCompletoEmCongresso	 	2010		O cuidador no contexto da internação domiciliar	Simpósio de Ensino	MORAES, Natália Andrade de ; GARCIA, Raquel Pötter ; OLIVEIRA, Stefanie Griebeler ; BUDÓ, Maria de Lourdes Denardin ; QUINTANA, Alberto Manuel		
trabalhoCompletoEmCongresso	 	2010		Administração Rural com Ênfase na Bovinocultura	I Curso de Capacitação Profissional para Gerentes Rurais	OAIGEN, Ricardo Pedroso; Alves, C.O. ; CAVALCANTE, T. A. ; MAIA, J. T. S.		
trabalhoCompletoEmCongresso	 	2010		Administração Rural com Ênfase na Bovinocultura	II Curso de Capacitação para Gerentes Rurais	OAIGEN, Ricardo Pedroso; Andrade, S.J.T. ; Alves, C.O. ; CAVALCANTE, T. A. ; MAIA, J. T. S. ; Carvalho, N.		
trabalhoCompletoEmCongresso	 	2010		A melhora da eficiência econômica através do controle de custos	V Jornada Técnica em Sistemas de Produção de Bovinos de Corte e Cadeia Produtiva	OAIGEN, Ricardo Pedroso; CANOZZI, Maria Eugênia Andriguetto ; SOARES, Jean Carlos dos Reis ; BARCELLOS, Júlio Otávio Jardim ; Alves, C.O.		
trabalhoCompletoEmCongresso	 	2010		Escala de dispnéia ?LCADL? e atividade física em indivíduos portadores de doença pulmonar obstrutiva crônica	XIV Encontro Latino Americano de Iniciação Científica	OLIVEIRA, N. D. ; MARCO, J. ; Simon, Karen Muriel ; CARPES, M. F.		
trabalhoCompletoEmCongresso	 	2010		O mapa vivo como instrumento problematizador na atuação do enfermeiro na comunidade	IV Seminário Nacional Diálogos com Paulo Freire: Educação e Intercultura	OLIVEIRA, Stefanie Griebeler ; BUDÓ, Maria de Lourdes Denardin ; WÜNSCH, Simone ; GARCIA, Raquel Pötter ; BRUM, Dyan Jamilles Teixeira ; LEAL, Tifany Colomé ; GEWEHR, Melissa ; WEILLER, Teresinha Heck		
trabalhoCompletoEmCongresso	 	2010		A Salmonella é um problema nas fábricas de ração animal no Brasil?	Avesui América Latina 2010	PELLEGRINI, D. C. P		
trabalhoCompletoEmCongresso	 	2010		A constituição da relação saúde/ambiente nos processos de formação do profissional enfermeiro	VII Seminário de Pesquisa Qualitativa: fazendo metodologia.	SENA, Janaína ; CEZAR-VAZ, M. R. ; COSTA, Valdecir Zavarese ; FIGUEIREDO, P. P. ; BONOW, Clarice Alves ; SANT'ANNA, Cynthia Fontella ; CARDOSO, L.S. ; ALMEIDA, M. C. V. ; SOARES, J. F. S.		
trabalhoCompletoEmCongresso	 	2010		Mulheres na ciência: problematizando discursos e práticas sociais na constituição de mulheres-cientistas	VIII Congresso Iberoamericano de Ciência	SILVA, F. F.; RIBEIRO, P. R. C.		
trabalhoCompletoEmCongresso	 	2010		Representações de gênero nos livros didáticos de química	XV ENDIPE Encontro Nacional de Didática e Prática de Ensino	SILVA, F. F.; RIBEIRO, P. R. C.		
trabalhoCompletoEmCongresso	 	2010		O olhar de enfermagem sob a construção da identidade étnica de uma comunidade	XIV Simpósio de Ensino Pesquisa e Extensão	SIMON, Bruna Sodré ; WÜNSCH, Simone ; OLIVEIRA, Stefanie Griebeler ; GARCIA, Raquel Pötter ; BUDÓ, Maria de Lourdes Denardin ; SCHIMITH, Maria Denise		
trabalhoCompletoEmCongresso	 	2010		Uma proposta de intervenção a partir das Práticas Corporais Alternativas em crianças com Paralisia Cerebral	I Seminário Nacional de Educação Especial - XII Seminário de Educação Inclusiva	ZANELLA, Â. K		
trabalhoCompletoEmCongresso	 	2010		O uso das Práticas Corporais Alternativas como elemento de intervenção e promoção da inclusão	IV Congresso Brasileiro de Educação Especial - VI Encontro Nacional dos Pesquisadores da Educação Especial	ZANELLA, Â. K		
trabalhoCompletoEmCongresso	 	2010		Possibilidades Terapêuticas para a paralisia cerebral: uma revisão de literatura	XIV Simpósio de Ensino	ZANELLA, Â. K		
trabalhoCompletoEmCongresso	 	2010		Educação Inclusiva sob o olhar da Educação Física: Reflexão e Possibilidades	IV Seminário Naciona sobre Educação e inclusão social de pessoas com necessidades especiais	ZANELLA, Â. K.; Munhóz, M. A.		
trabalhoCompletoEmCongresso	 	2010		Ostessíntese de cabeça umeral em primata alouatta fusca clamitans: relato de caso	Congresso Brasileiro de Cirurgia e Anestesiologia Veterinária	Ziemer, L. C. ; MISTIERI, Maria Lígia de Arruda ; Flores, F. N. ; Costa, A.		
trabalhoCompletoEmCongresso	 	2009		Acolhimento e Vínculo: Interfaces para o cuidar em Enfermagem	IX Jornada Nacional de Enfermagem	AMBROS, E. L.; BRASIL, A. R. ; TONIOLO, P. D. ; NUNES, J.O. ; ZAMBERLAN, C. ; OLIVEIRA, N. N. ; DORNSBACH, J. O.		
trabalhoCompletoEmCongresso	 	2009		O Caso Maria: A Luz do Cuidado de Enfermagem	III Congresso Brasileiro de Enfermagem Pediátrica e Neonatal	AMBROS, E. L.; Carla Lizandra de Lima Ferreira ; Hilda Maria Freitas Medeiros ; Tauana Reinstein de Figueiredo		
trabalhoCompletoEmCongresso	 	2009		O Trabalho Interdisciplinar com crianças e adolescentes em situação de vulnerabilidade social na região oeste de Santa Maria: possibilidades de intervenção na prevenção e enfrentamento da violência	Simpósio de Ensino	AMBROS, E. L.; KAEFER, C. O. ; Carla Lizandra de Lima Ferreira		
trabalhoCompletoEmCongresso	 	2009		Relação entre os resultados do teste desentar e alcançar e o comprimento de membros inferiores de escolares de São Jerônimo/RS	XII Congresso de Ciências do Desporto e Educação Física dos Países de Lingua Portuguesa	BERGMANN, G. G.; Moreira, R ; SOUTO, P. R. G. ; GONCALVES, L. R. R. ; JADOSKI, L. S. ; BERGMANN, M. L. A. ; PINHEIRO, E. S.		
trabalhoCompletoEmCongresso	 	2009		OS JOGOS ABERTOS DE SANTA CATARINA/2007: ANÁLISE DA COBERTURA JORNALÍSTICA	X Semana Acadêmica da Educação Física da UFSC	BIANCHI, Paula; MUNARIM, Iracema ; POFFO, Bianca Natália ; PIRES, Giovani de Lorenzi - Orientador		
trabalhoCompletoEmCongresso	 	2009		Monitoramento da qualidade de água como instrumento de controle ambiental e gestão de recursos hídricos na Lagoa da Pampulhs, Montes Claros/MG	SEMANA DO CONHECIMENTO E CULTURA UFMG 2009 XII ENCONTRO DE EXTENSÃO	CAMARGO, A. C. S.; NASCIMENTO, A. L. H. ; RIOS, D. L. ; ALVES, J. C. S. ; SILVA, K. L. ; Pessoa		
trabalhoCompletoEmCongresso	 	2009		Policultivo de Tilápias e Camarão doce como gerador de renda	SEMANA DO CONHECIMENTO E CULTURA UFMG 2009 XII ENCONTRO DE EXTENSÃO	CAMARGO, A. C. S.; RIOS, D. L. ; NASCIMENTO, A. L. H. ; ALVES, J. C. S. ; SILVA, K. L. ; Pessoa		
trabalhoCompletoEmCongresso	 	2009		Criação de peixes em sistema Mandalla alimentados com resíduos de hortaliças	SEMANA DO CONHECIMENTO E CULTURA UFMG 2009 XII ENCONTRO DE EXTENSÃO	CAMARGO, A. C. S.; SILVA, K. L. ; NASCIMENTO, A. L. H. ; RIOS, D. L. ; ALVES, J. C. S. ; Pessoa		
trabalhoCompletoEmCongresso	 	2009		Internação Domiciliar: implicações para os cuidadores do doente terminal	XIII Simpósio de Ensino	CASSEL, Paula Argemi ; QUINTANA, Alberto Manuel ; OLIVEIRA, Stefanie Griebeler ; BERTOLINO, Karla Cristiane Oliveira ; LÜDTKE, Manoela Fonseca ; BUDÓ, Maria de Lourdes Denardin ; GARCIA, Raquel Pötter		
trabalhoCompletoEmCongresso	 	2009		AVALIAÇÃO CLÍNICA DE ANIMAIS PORTADORES DE CLAUDICAÇÃO DECORRENTE DE ENFERMIDADES PODAIS	VI Congresso de Pesquisa Ensino e Extensão	FONSECA, A. M. ; LIMA, I. R. ; SILVA, L. H ; COSTA, A. P. A. ; BORGES, N. C.		
trabalhoCompletoEmCongresso	 	2009		A (Des) Formação das Comunidades	III Seminário Nacional de Filosofia e Educação (SENAFE): Confluências - Vida	GARCIA, Raquel Pötter; OLIVEIRA, Stefanie Griebeler ; BUDÓ, Maria de Lourdes Denardin		
trabalhoCompletoEmCongresso	 	2009		Cuidado de Enfermagem: perspectivas no ensino, atenção à saúde e gestão	XIII Simpósio de Ensino	GARCIA, Raquel Pötter; OLIVEIRA, Stefanie Griebeler ; SIMON, Bruna Sodré ; SCHIMITH, Maria Denise ; BUDÓ, Maria de Lourdes Denardin		
trabalhoCompletoEmCongresso	 	2009	http://dx.doi.org/10.1063/1.3141365	Deflections of Cosmic Rays by Magnetic Fields	COSMIC RAYS AND ASTROPHYSICS: Proceedings of the 3rd School on Cosmic Rays and Astrophysics	LIMA, E. F.; DE OLIVEIRA, M. A. LEIGUI ; DA SILVEIRA, MENDONC'A ; SALINAS, CARLOS JAVIER SOLANO ; BELLIDO, JOSE ; WAHL, DAVID ; SAAVEDRA, OSCAR		
trabalhoCompletoEmCongresso	 	2009		Atmospheric Radiation Monitor	31st International Cosmic Rays Conference	M. A. Leigui de Oliveira ; C. J. Todero Peixoto ; M. S. A. B. Leão ; R, M. Lima ; LIMA, E. F. ; et al.		
trabalhoCompletoEmCongresso	 	2009		DIADESOL em São Gabriel - RS: um Exemplo de Cidadania e Educação Ambiental	3er. Congresso Interamericano de Residuos Sólidos de AIDIS	MARINHO, J. C. B.; SILVA, D. G. C. ; LEAL, D. J. ; CAETANO, M. J. M. M. ; DULAC, V. F. ; RUBERG, C.		
trabalhoCompletoEmCongresso	 	2009		DESVENDANDO OS MISTÉRIOS DO MUNDO MICROSCÓPICO AO LONGO DOS SÉCULOS COM AUXÍLIO DE UMA ?PIZZA DE PARTÍCULAS?	X Conferência Inter Americana de Educación en Física	MEURER, Z. H. ; MOREIRA, M. A. ; SPOHR, C. B.		
trabalhoCompletoEmCongresso	 	2009		UM OBJETO EDUCACIONAL PARA ESTIMULAR A DISCUSSÃO SOBRE ENERGIA NO ENSINO FUNDAMENTAL E SUSCITAR A TRANSDISCIPLINARIDADE	X Conferência Inter Americana de Educación en Física	MEURER, Z. H. ; STEFFANI, M. H. ; SPOHR, C. B.		
trabalhoCompletoEmCongresso	 	2009		Control de la cetosis bovina	XI Jornadas Chilenas de Buiatría	Noro, Mirela; BARBOZA, C.S.		
trabalhoCompletoEmCongresso	 	2009		DIGESTIBILIDADE DOS NUTRIENTES DA CASCA DE PEQUI (Caryocar brasiliensis Camb.) PARA TILÁPIAS DO NILO (Oreochromis niloticus), na área de AQUICULTURA	ZOOTEC 2009	Pessoa ; PEREIRA, A. K. S. ; VIEIRA, L. C. ; CAMARGO, A. C. S.		
trabalhoCompletoEmCongresso	 	2009		A DIGESTIBILIDADE DA TORTA DE MACAÚBA (Acrocomia aculeata) EM TILÁPIAS DO NILO (Oreochromis niloticus)	ZOOTEC 2009	Pessoa ; VIEIRA, L. C. ; PEREIRA, A. K. S. ; CAMARGO, A. C. S.		
trabalhoCompletoEmCongresso	 	2009		Risco de lesões nas mãos em operários da indústria metal-mecânica	XVIII Congresso Brasileiro de Fisioterapia	PINTO, A. C. C. S. ; SCHIMIDT, H. L. ; CARPES, FP		
trabalhoCompletoEmCongresso	 	2009		Projeto Beija-flor - Eu faço a minha parte -Meio ambiente e alunos da 6ª a 7ª série da EMEFTI Luciano Duarte no Município de Alegre, ES	XIII Encontro Latino Americano de Iniciação Científica e IX Encontro Latino Americano de Pós-Graduação	Pozzatti, P.N. ; CASAGRANDE, Fernando Passon ; Campos, J.A. ; Gai, Z.T. ; Porfírio, L.C.		
trabalhoCompletoEmCongresso	 	2009		Prevalência das afecções podais em vacas leiteiras da região Sul do Estado do Espírito Santo	XIII Encontro Latino Americano de Iniciação Científica e IX Encontro Latino Americano de Pós-Graduação ? Universidade do Vale do Paraíba	Pozzatti, P.N. ; CASAGRANDE, Fernando Passon ; DÓREA, Marcus Dantas ; Borges, L.F.N.M. ; Porfírio, L.C. ; SILVA, Paulo Cesar Amaral Ribeiro da		
trabalhoCompletoEmCongresso	 	2009		Prevalência e Classificação das afecções podais de rebanho bovino leiteiro de Sete Lagoas - MG	XIII Encontro Latino Americano de Iniciação Científica e IX Encontro Latino Americano de Pós-Graduação ? Universidade do Vale do Paraíba	Pozzatti, P.N. ; CASAGRANDE, Fernando Passon ; Porfírio, L.C. ; Amorim, J.B. ; Ferreira, L.O. ; Lago, L.A. ; Carvalho, A.U. ; Facury Filho, E.J. ; Ferreira, P.M.		
trabalhoCompletoEmCongresso	 	2009		Crescimento dos cascos de bovinos leiteiros	XIII Encontro Latino Americano de Iniciação Científica e IX Encontro Latino Americano de Pós-Graduação ? Universidade do Vale do Paraíba	Pozzatti, P.N. ; CASAGRANDE, Fernando Passon ; Porfírio, L.C. ; DÓREA, Marcus Dantas ; Borges, L.F.N.M. ; SILVA, Paulo Cesar Amaral Ribeiro da		
trabalhoCompletoEmCongresso	 	2009		ALTERAÇÕES POSTURAIS EM ESTUDANTES DE FISIOTERAPIA	XIII Encontro Latino Americano de Iniciação Científica	RODRIGUES, P. L. ; YAMADA, E. F. ; SANT'ANA, A. ; CAPUCHO, K. P. ; ROCHA, M. P. S. ; GOMES, V. R.		
trabalhoCompletoEmCongresso	 	2009		Resíduos Sólidos Gerados na Universidade Federal do Pampa Campus de São Gabriel/RS: estimando a geração per capita	25º Congresso Brasileiro de Engenharia Sanitária e Ambiental	RUBERG, C. ; NEUFELD, A. D. H. ; GONCALVES, R. S. ; MARINHO, J. C. B.		
trabalhoCompletoEmCongresso	 	2009		Percepção de enfermeiras acerca das características da comunidade em associação com os determinantes sociais de saúde	61º Congresso Brasileiro de Enfermagem	SANT'ANNA, Cynthia Fontella; CEZAR-VAZ, M. R. ; CARDOSO, L.S. ; SOARES, J. F. S. ; ERDMANN, A. L. ; KERBER, N. P. C.		
trabalhoCompletoEmCongresso	 	2009		A participação feminina no sistema de pesquisa científica e tecnológica: a FAPERGS em destaque	IV Seminário Corpo Gênero e Sexualidade: composições e desafios para a formação docente	SILVA, F. F.; RIBEIRO, P. R. C.		
trabalhoCompletoEmCongresso	 	2009		Gênero no sistema de ciência e tecnologia da FAPERGS	III Simpósio Nacional de Tecnologia e Sociedade	SILVA, F. F.; RIBEIRO, P. R. C.		
trabalhoCompletoEmCongresso	 	2009		AVALIAÇÃO CLÍNICA E HISTOPATOLÓGICA DOS DÍGITOS DE BOVINOS CLAUDICANTES PORTADORES DE ENFERMIDADES DIGITAIS	VI Congresso de Pesquisa Ensina e Extensão	SILVA, L. H ; LIMA, I. R. ; FONSECA, A. M. ; BORGES, N. C.		
trabalhoCompletoEmCongresso	 	2009		A Educação Sexual na escola: um desafio para professores e profissionais de saúde	III Congresso Internacional da Educação	SILVEIRA, A. DA SILVEIRA, A.; NEVES, E. T.		
trabalhoCompletoEmCongresso	 	2009		O TEMA DA SUPERCONDUTIVIDADE NO ENSINO MÉDIO: UMA EXPERIÊNCIA DIDÁTICA CENTRADA NO USO DE MATERIAL HIPERMÍDIA	XVIII SNEF - Simpósio Nacional de Ensino de Física	SPOHR, C. B.; OSTERMANN, F. ; CAVALCANTI, C.J.H.		
trabalhoCompletoEmCongresso	 	2009		Apontamentos: a revista que não existe	32ª reunião anual da Anped	VEIGA, A. ; BALINHAS, V. G. ; CUNHA, Álvaro Luís Ávila		
trabalhoCompletoEmCongresso	 	2009		RELATO DE CASO: COMPARAÇÃO ENTRE LASERTERAPIA E ESTIMULAÇÃO ELÉTRICA DE ALTA VOLTAGEM EM ÚLCERA DE SUPERFÍCIE	XIII Encontro Latino Americano de Iniciação Científico	YAMADA, E. F.; RODRIGUES, P. L. ; PEREIRA, T. F.		
trabalhoCompletoEmCongresso	 	2009		CRIOPRESERVAÇÃO DE EMBRIÕES BOVINOS PRODUZIDOS IN VITRO APÓS ADIÇÃO DE ETOSULFATO DE FENAZINA NO MEIO DE CULTIVO EMBRIONÁRIO	XXI Congresso de iniciação científica da Unesp	YKEDA, T.L. ; LANDIM-ALVARENGA, F. C. ; SUDANO, M.J. ; PASCHOAL, D. M.		
trabalhoCompletoEmCongresso	 	2009		Paralisia Cerebral e suas dimensões clínicas, etiológicas e epidemiológicas	XIII SEPE - Simpósio de Ensino	ZANELLA, Â. K.; CASAROTTO, V.J. ; PALMA, Luciana Erina		
